imdbID,title,year,rating,genre,released,director,writer,cast,metacritic,imdbRating,imdbVotes,poster,language,country,lastupdated,type
60196,"The Good, the Bad and the Ugly",1966,NOT RATED,Western,12/23/1966,Sergio Leone,"Luciano Vincenzoni (story), Sergio Leone (story), Agenore Incrocci (screenplay), Furio Scarpelli (screenplay), Luciano Vincenzoni (screenplay), Sergio Leone (screenplay), Mickey Knox (English version by)","Eli Wallach, Clint Eastwood, Lee Van Cleef, Aldo Giuffre",90.0,8.9,453065.0,https://m.media-amazon.com/images/M/MV5BOTQ5NDI3MTI4MF5BMl5BanBnXkFtZTgwNDQ4ODE5MDE@._V1_SX300.jpg,Italian,"Italy, Spain, West Germany, USA",22:53.9,movie
60675,Masculin Feminin,1966,NOT RATED,"Drama, Romance",3/22/1966,Jean-Luc Godard,"Jean-Luc Godard, Guy de Maupassant (stories)","Jean-Pierre Leaud, Chantal Goya, Marlene Jobert, Michel Debord",92.0,7.7,7542.0,https://m.media-amazon.com/images/M/MV5BMTQ2Nzc1NzQ5Ml5BMl5BanBnXkFtZTcwNjMzMjEzMQ@@._V1_SX300.jpg,"French, Swedish, English","France, Sweden",15:11.2,movie
61418,Bonnie and Clyde,1967,APPROVED,"Biography, Crime, Drama",8/13/1967,Arthur Penn,"David Newman, Robert Benton","Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman",81.0,7.9,74364.0,https://m.media-amazon.com/images/M/MV5BMTQzNjI2NDY3MV5BMl5BanBnXkFtZTYwMjE1OTk4._V1_SX300.jpg,English,USA,38:23.1,movie
61648,Far from the Madding Crowd,1967,PG,"Drama, History, Romance",10/18/1967,John Schlesinger,"Thomas Hardy (from the novel by), Frederic Raphael (screenplay)","Julie Christie, Terence Stamp, Peter Finch, Alan Bates",55.0,7.2,3518.0,https://m.media-amazon.com/images/M/MV5BMTI2MjE1NzY1N15BMl5BanBnXkFtZTYwNDgxMjM5._V1_SX300.jpg,English,UK,02:48.7,movie
61722,The Graduate,1967,APPROVED,"Comedy, Drama, Romance",12/22/1967,Mike Nichols,"Calder Willingham (screenplay), Buck Henry (screenplay), Charles Webb (based on the novel by)","Anne Bancroft, Dustin Hoffman, Katharine Ross, William Daniels",77.0,8.0,196810.0,https://m.media-amazon.com/images/M/MV5BMTQ0ODc4MDk4Nl5BMl5BanBnXkFtZTcwMTEzNzgzNA@@._V1_SX300.jpg,English,USA,59:29.9,movie
61809,In Cold Blood,1967,R,"Crime, Drama, History",3/7/1968,Richard Brooks,"Truman Capote (based on the book by), Richard Brooks (written for the screen by)","Robert Blake, Scott Wilson, John Forsythe, Paul Stewart",89.0,8.0,17672.0,https://m.media-amazon.com/images/M/MV5BNTMxMDU3NTU0MF5BMl5BanBnXkFtZTcwOTg3NDAwMQ@@._V1_SX300.jpg,English,USA,03:57.5,movie
62622,2001: A Space Odyssey,1968,G,"Mystery, Sci-Fi",5/15/1968,Stanley Kubrick,"Stanley Kubrick (screenplay), Arthur C. Clarke (screenplay)","Keir Dullea, Gary Lockwood, William Sylvester, Daniel Richter",86.0,8.3,377539.0,https://m.media-amazon.com/images/M/MV5BNDYyMDgxNDQ5Nl5BMl5BanBnXkFtZTcwMjc1ODg3OA@@._V1_SX300.jpg,"English, Russian","USA, UK",02:55.9,movie
62994,Funny Girl,1968,G,"Biography, Comedy, Drama",9/19/1968,William Wyler,"Isobel Lennart (book), Isobel Lennart (from the original story by: based on the play with), Isobel Lennart (screenplay)","Barbra Streisand, Omar Sharif, Kay Medford, Anne Francis",89.0,7.5,12074.0,https://m.media-amazon.com/images/M/MV5BMTcwMTMyMDA3N15BMl5BanBnXkFtZTcwODUzMjk3OA@@._V1_SX300.jpg,English,USA,11:59.9,movie
63462,The Producers,1967,PG,Comedy,11/10/1968,Mel Brooks,Mel Brooks,"Zero Mostel, Gene Wilder, Dick Shawn, Kenneth Mars",97.0,7.7,37184.0,https://m.media-amazon.com/images/M/MV5BMjYxNzUxNzE1Ml5BMl5BanBnXkFtZTYwNDYxMzA5._V1_SX300.jpg,"English, German",USA,14:45.5,movie
64040,The Army of Shadows,1969,NOT RATED,"Drama, War",9/12/1969,Jean-Pierre Melville,"Joseph Kessel (novel), Jean-Pierre Melville (adaptation)","Lino Ventura, Paul Meurisse, Jean-Pierre Cassel, Simone Signoret",99.0,8.2,13635.0,https://m.media-amazon.com/images/M/MV5BMTk5MTUyNTA2Nl5BMl5BanBnXkFtZTgwNTQzMDg1NjE@._V1_SX300.jpg,"French, German, English","France, Italy",34:34.7,movie
64115,Butch Cassidy and the Sundance Kid,1969,M,"Biography, Crime, Western",10/24/1969,George Roy Hill,William Goldman,"Paul Newman, Robert Redford, Katharine Ross, Strother Martin",58.0,8.1,136191.0,https://m.media-amazon.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_SX300.jpg,"English, Spanish",USA,01:19.0,movie
64116,Once Upon a Time in the West,1968,PG-13,Western,12/21/1968,Sergio Leone,"Sergio Donati (screenplay), Sergio Leone (screenplay), Dario Argento (from a story by), Bernardo Bertolucci (from a story by), Sergio Leone (from a story by)","Claudia Cardinale, Henry Fonda, Jason Robards, Charles Bronson",80.0,8.6,195109.0,https://m.media-amazon.com/images/M/MV5BMTEyODQzNDkzNjVeQTJeQWpwZ15BbWU4MDgyODk1NDEx._V1_SX300.jpg,"English, Spanish, Italian","Italy, USA, Spain",00:06.9,movie
64276,Easy Rider,1969,R,Drama,6/26/1969,Dennis Hopper,"Peter Fonda, Dennis Hopper, Terry Southern","Peter Fonda, Dennis Hopper, Antonio Mendoza, Phil Spector",86.0,7.4,69743.0,https://m.media-amazon.com/images/M/MV5BMTkxMjc0MTQyMl5BMl5BanBnXkFtZTgwMDc5MjMyMDE@._V1_SX300.jpg,"English, Spanish",USA,11:11.9,movie
64866,Burn!,1969,R,"Action, Drama",10/21/1970,Gillo Pontecorvo,"Franco Solinas (story), Giorgio Arlorio (story), Franco Solinas (screenplay), Giorgio Arlorio (screenplay), Norman Gant (based on novels by)","Marlon Brando, Evaristo Merquez, Renato Salvatori, Dana Ghia",72.0,7.4,3145.0,https://m.media-amazon.com/images/M/MV5BMTkxNDIyMDk0OV5BMl5BanBnXkFtZTcwNzM5MDYyMQ@@._V1_SX300.jpg,"Italian, Portuguese, English","Italy, France",48:48.7,movie
65531,Le Cercle Rouge,1970,NOT RATED,"Crime, Drama, Thriller",10/20/1970,Jean-Pierre Melville,Jean-Pierre Melville,"Alain Delon, Bourvil, Gian Maria Volonte, Yves Montand",91.0,8.1,13717.0,https://m.media-amazon.com/images/M/MV5BMTU1NzY5Mzg2MF5BMl5BanBnXkFtZTcwMDU3NDAwMQ@@._V1_SX300.jpg,French,"France, Italy",48:21.4,movie
65571,The Conformist,1970,R,Drama,10/22/1970,Bernardo Bertolucci,"Alberto Moravia (novel), Bernardo Bertolucci (screenplay)","Jean-Louis Trintignant, Stefania Sandrelli, Gastone Moschin, Enzo Tarascio",100.0,8.1,15653.0,https://m.media-amazon.com/images/M/MV5BMTk1NDMzODYyNV5BMl5BanBnXkFtZTcwMzE2NTY0MQ@@._V1_SX300.jpg,"Italian, French, Latin, Chinese","Italy, France, West Germany",24:29.7,movie
65889,Investigation of a Citizen Above Suspicion,1970,R,"Crime, Drama",2/12/1970,Elio Petri,"Elio Petri, Ugo Pirro","Gian Maria Volonte, Florinda Bolkan, Gianni Santuccio, Orazio Orlando",89.0,8.1,4841.0,https://m.media-amazon.com/images/M/MV5BMTI4MTE3NDc0MF5BMl5BanBnXkFtZTcwNzgwNjYxMw@@._V1_SX300.jpg,Italian,Italy,08:19.8,movie
65988,Little Big Man,1970,PG-13,"Comedy, History, Western",12/23/1970,Arthur Penn,"Thomas Berger (novel), Calder Willingham (screenplay)","Dustin Hoffman, Faye Dunaway, Chief Dan George, Martin Balsam",63.0,7.7,25181.0,https://m.media-amazon.com/images/M/MV5BMTYxOTg3MTU5N15BMl5BanBnXkFtZTgwODQxNjcxMTE@._V1_SX300.jpg,English,USA,52:25.5,movie
66011,Love Story,1970,PG,"Drama, Romance",12/16/1970,Arthur Hiller,Erich Segal,"Ali MacGraw, Ryan O'Neal, John Marley, Ray Milland",84.0,6.9,21515.0,https://m.media-amazon.com/images/M/MV5BMTI0NzEwMDYwM15BMl5BanBnXkFtZTcwMzkyNDgxMQ@@._V1_SX300.jpg,English,USA,37:45.8,movie
66026,MASH,1970,R,"Comedy, War, Drama",3/1/1970,Robert Altman,"Richard Hooker (from the novel by), Ring Lardner Jr. (screenplay)","Donald Sutherland, Elliott Gould, Tom Skerritt, Sally Kellerman",79.0,7.7,52071.0,https://m.media-amazon.com/images/M/MV5BMTc4NjE4MzI0N15BMl5BanBnXkFtZTgwMzIwMTM0MDE@._V1_SX300.jpg,"English, Japanese, Korean",USA,59:10.6,movie
66206,Patton,1970,GP,"Biography, Drama, War",4/2/1970,Franklin J. Schaffner,"Francis Ford Coppola (screen story and screenplay), Edmund H. North (screen story and screenplay), Ladislas Farago (based on factual material from Patton: Ordeal and Triumph), Omar N. Bradley (based on factual material from: A Soldier's Story)","George C. Scott, Karl Malden, Stephen Young, Michael Strong",91.0,8.0,71912.0,https://m.media-amazon.com/images/M/MV5BMTI5ODQ5MDgzNV5BMl5BanBnXkFtZTYwMzA5NzE5._V1_SX300.jpg,"English, German, French, Russian, Arabic, Italian",USA,16:03.5,movie
66207,Donkey Skin,1970,NOT RATED,"Drama, Family, Fantasy",12/20/1970,Jacques Demy,"Charles Perrault (fairy tale), Jacques Demy","Catherine Deneuve, Jean Marais, Jacques Perrin, Micheline Presle",70.0,7.0,2535.0,https://m.media-amazon.com/images/M/MV5BNjk4OTU2NTkyNV5BMl5BanBnXkFtZTgwODA2MjY0MTE@._V1_SX300.jpg,French,France,01:17.9,movie
66434,THX 1138,1971,R,"Drama, Sci-Fi, Thriller",3/11/1971,George Lucas,"George Lucas (story), George Lucas (earlier screenplay), George Lucas (screenplay), Walter Murch (screenplay)","Robert Duvall, Donald Pleasence, Don Pedro Colley, Maggie McOmie",75.0,6.8,36591.0,https://m.media-amazon.com/images/M/MV5BMTYzNzczNzU3Ml5BMl5BanBnXkFtZTcwOTkwNjYyMQ@@._V1_SX300.jpg,English,USA,57:22.4,movie
66491,Tristana,1970,PG-13,Drama,4/29/1970,Luis Bueuel,"Julio Alejandro, Luis Bueuel (screen story), Benito Perez Galdes (novel)","Catherine Deneuve, Fernando Rey, Franco Nero, Lola Gaos",93.0,7.6,6582.0,https://m.media-amazon.com/images/M/MV5BMTc5MzU1ODExNV5BMl5BanBnXkFtZTYwNDQyMjI5._V1_SX300.jpg,Spanish,"Spain, Italy, France",06:40.3,movie
66921,A Clockwork Orange,1971,X,"Crime, Drama, Sci-Fi",2/2/1972,Stanley Kubrick,"Stanley Kubrick (screenplay), Anthony Burgess (novel)","Malcolm McDowell, Patrick Magee, Michael Bates, Warren Clarke",78.0,8.4,495745.0,https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_SX300.jpg,English,"UK, USA",20:57.2,movie
67116,The French Connection,1971,R,"Action, Crime, Drama",10/9/1971,William Friedkin,"Ernest Tidyman (screenplay), Robin Moore (based on the book by)","Gene Hackman, Fernando Rey, Roy Scheider, Tony Lo Bianco",96.0,7.8,74326.0,https://m.media-amazon.com/images/M/MV5BMTY5Nzg5OTIzOF5BMl5BanBnXkFtZTcwMDI5NDA0MQ@@._V1_SX300.jpg,"English, French",USA,07:57.6,movie
67140,"Duck, You Sucker",1971,PG,Western,10/20/1971,Sergio Leone,"Sergio Leone (story), Sergio Donati (story), Luciano Vincenzoni (screenplay), Sergio Donati (screenplay), Sergio Leone (screenplay), Roberto De Leonardis (dialogue adaptation), Carlo Tritto (dialogue adaptation)","Rod Steiger, James Coburn, Romolo Valli, Maria Monti",77.0,7.7,20198.0,https://m.media-amazon.com/images/M/MV5BMTY5Mjg3MzY4NV5BMl5BanBnXkFtZTcwNTM3MTc0MQ@@._V1_SX300.jpg,"Italian, Spanish","Italy, Spain",53:18.2,movie
67541,Wake in Fright,1971,R,"Drama, Thriller",7/21/1971,Ted Kotcheff,"Evan Jones (screenplay), Kenneth Cook (based on the novel by)","Donald Pleasence, Gary Bond, Chips Rafferty, Sylvia Kay",88.0,7.8,4327.0,https://m.media-amazon.com/images/M/MV5BMTUzMzkzMDgzOV5BMl5BanBnXkFtZTcwMjIyMjQ0OA@@._V1_SX300.jpg,English,"Australia, USA",00:51.4,movie
68327,Cabaret,1972,PG,"Drama, Musical, Romance",2/13/1972,Bob Fosse,"Joe Masteroff (based on the musical play ""Cabaret"" book by), John Van Druten (based on the play by), Christopher Isherwood (stories), Jay Presson Allen (screenplay)","Liza Minnelli, Michael York, Helmut Griem, Joel Grey",80.0,7.9,33951.0,https://m.media-amazon.com/images/M/MV5BNTMxOTU1MTA4NF5BMl5BanBnXkFtZTgwMDM5MDg5MTE@._V1_SX300.jpg,"English, German, Hebrew, French",USA,52:29.0,movie
68361,The Discreet Charm of the Bourgeoisie,1972,PG,"Comedy, Drama, Fantasy",10/22/1972,Luis Bueuel,"Luis Bueuel (scenario), Jean-Claude Carriere (in collaboration with)","Fernando Rey, Paul Frankeur, Delphine Seyrig, Bulle Ogier",93.0,8.0,24952.0,https://m.media-amazon.com/images/M/MV5BMTIxNTU0MjQ1Nl5BMl5BanBnXkFtZTcwODkwMzcxMQ@@._V1_SX300.jpg,"French, Spanish",France,40:59.0,movie
68646,The Godfather,1972,R,"Crime, Drama",3/24/1972,Francis Ford Coppola,"Mario Puzo (screenplay), Francis Ford Coppola (screenplay), Mario Puzo (novel)","Marlon Brando, Al Pacino, James Caan, Richard S. Castellano",100.0,9.2,1038358.0,https://m.media-amazon.com/images/M/MV5BMjEyMjcyNDI4MF5BMl5BanBnXkFtZTcwMDA5Mzg3OA@@._V1_SX300.jpg,"English, Italian, Latin",USA,08:23.7,movie
69293,Solaris,1972,PG,"Drama, Mystery, Sci-Fi",3/20/1972,Andrei Tarkovsky,"Stanislaw Lem (novel), Fridrikh Gorenshteyn (screenplay), Andrei Tarkovsky (screenplay)","Natalya Bondarchuk, Donatas Banionis, Jeri Jervet, Vladislav Dvorzhetskiy",90.0,8.1,47805.0,https://m.media-amazon.com/images/M/MV5BMjAyNjQwMjc5Nl5BMl5BanBnXkFtZTgwOTk4MjI2MTE@._V1_SX300.jpg,"Russian, German",Soviet Union,43:22.7,movie
69762,Badlands,1973,PG,"Crime, Drama",1/5/1974,Terrence Malick,Terrence Malick,"Martin Sheen, Sissy Spacek, Warren Oates, Ramon Bieri",90.0,7.9,42455.0,https://m.media-amazon.com/images/M/MV5BMTI3ODUzMDA0MV5BMl5BanBnXkFtZTYwMjUxMTY5._V1_SX300.jpg,"English, Spanish",USA,13:05.1,movie
70040,The Spirit of the Beehive,1973,UNRATED,"Drama, Fantasy",1/5/1977,Vector Erice,"Vector Erice (screenplay), Vector Erice (story), engel Fernendez Santos (screenplay), engel Fernendez Santos (story), Francisco J. Querejeta","Fernando Fernen Gemez, Teresa Gimpera, Ana Torrent, Isabel Tellerea",87.0,8.0,10946.0,https://m.media-amazon.com/images/M/MV5BMTIzNjYwMTUzMl5BMl5BanBnXkFtZTcwNTE4MDQzMQ@@._V1_SX300.jpg,Spanish,Spain,04:19.1,movie
70047,The Exorcist,1973,R,Horror,12/26/1973,William Friedkin,"William Peter Blatty (written for the screen by), William Peter Blatty (novel)","Ellen Burstyn, Max von Sydow, Lee J. Cobb, Kitty Winn",82.0,8.0,264509.0,https://m.media-amazon.com/images/M/MV5BNzYwMDA0NTA3M15BMl5BanBnXkFtZTcwMDcwNDY3Mg@@._V1_SX300.jpg,"English, Latin, Greek, French, German, Arabic",USA,39:05.1,movie
70300,Lemora: A Child's Tale of the Supernatural,1973,PG,Horror,5/1/1975,Richard Blackburn,"Richard Blackburn (screenplay), Robert Fern (screenplay)","Lesley Taplin, Cheryl Smith, William Whitton, Hy Pyke",49.0,6.6,1331.0,https://m.media-amazon.com/images/M/MV5BMTI5NjcwMDIwMV5BMl5BanBnXkFtZTYwODc3ODU5._V1_SX300.jpg,English,USA,09:11.4,movie
70643,Scarecrow,1973,R,Drama,5/26/1973,Jerry Schatzberg,Garry Michael White,"Gene Hackman, Al Pacino, Dorothy Tristan, Ann Wedgeworth",72.0,7.4,10428.0,https://m.media-amazon.com/images/M/MV5BMTQzNzA4NzI0NF5BMl5BanBnXkFtZTgwMTk4MzgxMTE@._V1_SX300.jpg,English,USA,52:37.4,movie
70666,Serpico,1973,R,"Biography, Crime, Drama",12/5/1973,Sidney Lumet,"Peter Maas (book), Waldo Salt (screenplay), Norman Wexler (screenplay)","Al Pacino, John Randolph, Jack Kehoe, Biff McGuire",87.0,7.8,70810.0,https://m.media-amazon.com/images/M/MV5BMTkyNzQ2MjkzNl5BMl5BanBnXkFtZTgwODM2MzcxMTE@._V1_SX300.jpg,"English, Italian, Spanish","USA, Italy",37:43.9,movie
70689,Siddhartha,1972,R,"Drama, Mystery",1/1/1974,Conrad Rooks,"Hermann Hesse (novel), Conrad Rooks (written for the screen by), Natasha Ullman (associate writer), Paul Mayersberg (associate writer)","Shashi Kapoor, Simi Garewal, Romesh Sharma, Pinchoo Kapoor",80.0,6.7,857.0,https://m.media-amazon.com/images/M/MV5BMTIwNTIzOTE2OF5BMl5BanBnXkFtZTYwMjE1OTc5._V1_SX300.jpg,English,USA,30:43.8,movie
70849,Last Tango in Paris,1972,NC-17,"Drama, Romance",2/7/1973,Bernardo Bertolucci,"Bernardo Bertolucci (story), Bernardo Bertolucci (screenplay), Franco Arcalli (screenplay), Agnes Varda (adaptation), Jean-Louis Trintignant (dialogue collaborator)","Marlon Brando, Maria Schneider, Maria Michi, Giovanna Galletti",77.0,7.2,33289.0,https://m.media-amazon.com/images/M/MV5BMjE5ODQyMTI0OV5BMl5BanBnXkFtZTcwODgyNTEzNA@@._V1_SX300.jpg,"English, French","France, Italy",13:38.5,movie
70904,World on a Wire,1973,NOT RATED,"Crime, Sci-Fi",10/14/1973,Rainer Werner Fassbinder,"Daniel F. Galouye (novel), Fritz Meller-Scherz (teleplay), Rainer Werner Fassbinder (teleplay)","Klaus Lewitsch, Barbara Valentin, Mascha Rabben, Karl Heinz Vosgerau",76.0,7.9,3051.0,https://m.media-amazon.com/images/M/MV5BMTMyOTEzMjMwOF5BMl5BanBnXkFtZTcwNzk0Mjc3Ng@@._V1_SX300.jpg,"German, English",West Germany,12:39.5,movie
71315,Chinatown,1974,R,"Crime, Drama, Mystery",6/20/1974,Roman Polanski,Robert Towne,"Jack Nicholson, Faye Dunaway, John Huston, Perry Lopez",86.0,8.3,195026.0,https://m.media-amazon.com/images/M/MV5BMTUyMTQ1NjA2OV5BMl5BanBnXkFtZTcwODQ1Njg3OA@@._V1_SX300.jpg,"English, Cantonese, Spanish",USA,01:29.0,movie
71360,The Conversation,1974,PG,"Drama, Mystery, Thriller",6/1/1974,Francis Ford Coppola,Francis Ford Coppola,"Gene Hackman, John Cazale, Allen Garfield, Frederic Forrest",86.0,7.9,69112.0,https://m.media-amazon.com/images/M/MV5BMjY0NjYzNjkwNF5BMl5BanBnXkFtZTcwNTk3MzU3Mg@@._V1_SX300.jpg,English,USA,33:15.8,movie
71562,The Godfather: Part II,1974,R,"Crime, Drama",12/20/1974,Francis Ford Coppola,"Francis Ford Coppola (screenplay), Mario Puzo (screenplay), Mario Puzo (based on the novel ""The Godfather"" by)","Al Pacino, Robert Duvall, Diane Keaton, Robert De Niro",80.0,9.1,700857.0,https://m.media-amazon.com/images/M/MV5BNDc2NTM3MzU1Nl5BMl5BanBnXkFtZTcwMTA5Mzg3OA@@._V1_SX300.jpg,"English, Italian, Spanish, Latin, Sicilian",USA,15:27.5,movie
71577,The Great Gatsby,1974,PG,"Drama, Romance",3/29/1974,Jack Clayton,"Francis Ford Coppola (screenplay), F. Scott Fitzgerald (novel)","Robert Redford, Mia Farrow, Bruce Dern, Karen Black",43.0,6.4,18177.0,https://m.media-amazon.com/images/M/MV5BMjY4NDQ3OTk1OF5BMl5BanBnXkFtZTgwMjQ3NzMxMDE@._V1_SX300.jpg,English,USA,50:28.9,movie
71853,Monty Python and the Holy Grail,1975,PG,"Adventure, Comedy, Fantasy",5/23/1975,"Terry Gilliam, Terry Jones","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam, Terry Jones, Michael Palin","Graham Chapman, John Cleese, Eric Idle, Terry Gilliam",90.0,8.3,346927.0,https://m.media-amazon.com/images/M/MV5BMTkzODczMTgwM15BMl5BanBnXkFtZTYwNTAwODI5._V1_SX300.jpg,"English, French, Latin",UK,01:21.2,movie
72251,The Taking of Pelham One Two Three,1974,R,"Action, Crime, Thriller",11/14/1974,Joseph Sargent,"John Godey (novel), Peter Stone (screenplay)","Walter Matthau, Robert Shaw, Martin Balsam, Hector Elizondo",68.0,7.7,18556.0,https://m.media-amazon.com/images/M/MV5BMjE1NDY0NDk3Ml5BMl5BanBnXkFtZTcwMTAzMTM3NA@@._V1_SX300.jpg,"English, Spanish",USA,55:06.7,movie
72271,The Texas Chain Saw Massacre,1974,R,"Horror, Thriller",10/4/1974,Tobe Hooper,"Kim Henkel (story), Tobe Hooper (story)","Marilyn Burns, Allen Danziger, Paul A. Partain, William Vail",75.0,7.5,87252.0,https://m.media-amazon.com/images/M/MV5BMjA0NDQ2MzMxMF5BMl5BanBnXkFtZTgwODg5MTkzMjE@._V1_SX300.jpg,English,USA,55:38.4,movie
72913,Master of the Flying Guillotine,1976,R,"Action, Fantasy",2/1/1977,Yu Wang,Yu Wang,"Yu Wang, Kang Chin, Chung-Erh Lung, Chia Yung Liu",57.0,7.6,3149.0,https://m.media-amazon.com/images/M/MV5BMjE5NTA3NzAwOF5BMl5BanBnXkFtZTcwNTIxMTcyMQ@@._V1_SX300.jpg,Mandarin,"Taiwan, Hong Kong",39:10.5,movie
73195,Jaws,1975,PG,"Adventure, Drama, Thriller",6/20/1975,Steven Spielberg,"Peter Benchley (screenplay), Carl Gottlieb (screenplay), Peter Benchley (based on the novel by)","Roy Scheider, Robert Shaw, Richard Dreyfuss, Lorraine Gary",79.0,8.1,368812.0,https://m.media-amazon.com/images/M/MV5BNDcxODkyMjY4MF5BMl5BanBnXkFtZTgwOTk5NTc5MDE@._V1_SX300.jpg,English,USA,13:49.2,movie
73486,One Flew Over the Cuckoo's Nest,1975,R,Drama,11/21/1975,Milos Forman,"Lawrence Hauben (screenplay), Bo Goldman (screenplay), Ken Kesey (based on the novel by), Dale Wasserman (the play version: ""One Flew Over the Cuckoo's Nest"" by)","Michael Berryman, Peter Brocco, Dean R. Brooks, Alonzo Brown",79.0,8.7,611021.0,https://m.media-amazon.com/images/M/MV5BMTk5OTA4NTc0NF5BMl5BanBnXkFtZTcwNzI5Mzg3OA@@._V1_SX300.jpg,English,USA,01:43.7,movie
73502,Overlord,1975,NOT RATED,"Drama, History, War",3/13/1978,Stuart Cooper,"Christopher Hudson (original screenplay), Stuart Cooper (original screenplay)","Brian Stirner, Davyd Harries, Nicholas Ball, Julie Neesam",88.0,7.2,1645.0,https://m.media-amazon.com/images/M/MV5BMTIxMjg2MDA5MV5BMl5BanBnXkFtZTcwOTIxMTI0MQ@@._V1_SX300.jpg,English,UK,38:51.0,movie
73580,The Passenger,1975,PG-13,"Drama, Thriller",4/9/1975,Michelangelo Antonioni,"Mark Peploe (story), Mark Peploe (screenplay), Peter Wollen (screenplay), Michelangelo Antonioni (screenplay), Miguel De Echarri","Jack Nicholson, Maria Schneider, Jenny Runacre, Ian Hendry",90.0,7.7,13832.0,"https://m.media-amazon.com/images/M/MV5BMTQwNTAyODQyMl5BMl5BanBnXkFtZTcwODQ5NjA0MQ@@._V1._CR17,20,314,433_SY132_CR3,0,89,132_AL_.jpg_V1_SX300.jpg","English, Spanish, German, French","Italy, Spain, France",09:39.9,movie
73629,The Rocky Horror Picture Show,1975,R,"Comedy, Musical",8/15/1975,Jim Sharman,"Richard O'Brien (original musical play), Jim Sharman (screenplay), Richard O'Brien (screenplay)","Tim Curry, Susan Sarandon, Barry Bostwick, Richard O'Brien",58.0,7.4,93900.0,https://m.media-amazon.com/images/M/MV5BMjE5NDc0NjE2NF5BMl5BanBnXkFtZTcwMTE4MTI3NA@@._V1_SX300.jpg,English,"UK, USA",03:54.0,movie
74851,The Man Who Fell to Earth,1976,R,"Sci-Fi, Drama",5/26/1976,Nicolas Roeg,"Paul Mayersberg (screenplay), Walter Tevis (from the novel by)","David Bowie, Rip Torn, Candy Clark, Buck Henry",74.0,6.7,14945.0,https://m.media-amazon.com/images/M/MV5BMTQ1MDc5NTg1N15BMl5BanBnXkFtZTcwODUyNDk5MQ@@._V1_SX300.jpg,English,UK,40:36.7,movie
75314,Taxi Driver,1976,R,"Crime, Drama",2/8/1976,Martin Scorsese,Paul Schrader,"Diahnne Abbott, Frank Adu, Victor Argo, Gino Ardito",93.0,8.4,449991.0,https://m.media-amazon.com/images/M/MV5BMTQ1Nzg3MDQwN15BMl5BanBnXkFtZTcwNDE2NDU2MQ@@._V1_SX300.jpg,"English, Spanish",USA,28:10.0,movie
75612,3 Women,1977,PG,Drama,5/25/1977,Robert Altman,Robert Altman,"Shelley Duvall, Sissy Spacek, Janice Rule, Robert Fortier",71.0,7.9,8372.0,https://m.media-amazon.com/images/M/MV5BMTk4MjM2NDkzMV5BMl5BanBnXkFtZTcwNDIxMzUyMQ@@._V1_SX300.jpg,English,USA,37:45.4,movie
75824,That Obscure Object of Desire,1977,R,"Comedy, Drama, Romance",10/8/1977,Luis Bueuel,"Luis Bueuel (scenario), Jean-Claude Carriere (collaboration), Pierre Loues (inspired by the book ""La femme et le pantin"")","Fernando Rey, Carole Bouquet, engela Molina, Julien Bertheau",84.0,8.0,13597.0,https://m.media-amazon.com/images/M/MV5BMTU0NjY1NjgzNV5BMl5BanBnXkFtZTcwMTQ4MjQyMQ@@._V1_SX300.jpg,"French, Spanish","France, Spain",57:39.4,movie
75860,Close Encounters of the Third Kind,1977,PG,"Drama, Sci-Fi",12/25/1977,Steven Spielberg,Steven Spielberg,"Richard Dreyfuss, Franeois Truffaut, Teri Garr, Melinda Dillon",91.0,7.7,128508.0,https://m.media-amazon.com/images/M/MV5BMjM1NjE5NjQxN15BMl5BanBnXkFtZTgwMjYzMzQxMDE@._V1_SX300.jpg,"English, French, Spanish, Hindi",USA,03:17.3,movie
